2009-01-01,2576
2009-02-01,3417
2009-03-01,3487
2009-04-01,3459
2009-05-01,3401
2009-06-01,2244
2009-07-01,1930
2009-08-01,1570
2009-09-01,2170
2009-10-01,2139
2009-11-01,2232
2009-12-01,4084
2010-01-01,5056
2010-02-01,5751
2010-03-01,5398
2010-04-01,9631
2010-05-01,6212
2010-06-01,6678
2010-07-01,26488
2010-08-01,11968
2010-09-01,13185
2010-10-01,14386
2010-11-01,63410
2010-12-01,17142
2011-01-01,34900
2011-02-01,47168
2011-03-01,83222
2011-04-01,73936
2011-05-01,136636
2011-06-01,317482
2011-07-01,127547
